0.3,,,,,,
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,IO,MCC_D181_MA3111_COM_UDT,UDT_IO_FRQ : Main Suction Fan  - Motor,UDT_IO_FRQ_Com,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_H121_MA3227_COM_UDT,UDT_IO_FRQ : Hammer Mill - Motor,UDT_IO_FRQ_Com,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_H131_MA3228_COM_UDT,UDT_IO_FRQ : Fiber Transport - Motor,UDT_IO_FRQ_Com,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F311_MA3111_STO_AOI,Former Wire Run - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_C311_MA3121_STO_AOI,Compactor - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_H111_MA3101_STO_AOI,Pulp Infeed - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F111_MA3210_STO_AOI,Drum 1A - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F112_MA3211_STO_AOI,Drum 1B - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F121_MA3212_STO_AOI,Needle Roll 1A - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F122_MA3213_STO_AOI,Needle Roll 1B - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_D181_MA3111_STO_AOI,Main Suction Fan  - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_H121_MA3227_STO_AOI,Hammer Mill - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_H131_MA3228_STO_AOI,Fiber Transport - Motor,AOI_STO_V1_01,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F311_MA3111_SF_Enable,Enable Output : Former Wire Run - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_C311_MA3121_SF_Enable,Enable Output : Compactor - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_H111_MA3101_SF_Enable,Enable Output : Pulp Infeed - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F111_MA3210_SF_Enable,Enable Output : Drum 1A - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F112_MA3211_SF_Enable,Enable Output : Drum 1B - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F121_MA3212_SF_Enable,Enable Output : Needle Roll 1A - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_F122_MA3213_SF_Enable,Enable Output : Needle Roll 1B - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_D181_MA3111_SF_Enable,Enable Output : Main Suction Fan  - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_H121_MA3227_SF_Enable,Enable Output : Hammer Mill - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
TAG,Safety_Z1,MCC_H131_MA3228_SF_Enable,Enable Output : Fiber Transport - Motor,BOOL,,"(Class := Safety, Constant := false, ExternalAccess := Read/Write)"
