0.3,,,,,,
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,,Mes_P00_ID001_ALM_DINT,ALM : Motion Group Not Synchronized - Alarm,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P00_ID002_ALM_DINT,ALM : PLC - Power Cycle Detected - Info,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P00_ID003_ALM_DINT,ALM : Acknowledge Pressed - Info,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P00_ID005_ALM_DINT,ALM : Safety Fault - Collection of All Safety Zones,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P02_ID0201_ALM_DINT,ALM : Stopped by Fault - Re-Start is Required,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0210_ALM_DINT,ALM : Stopped by Fault - Re-Start is Required,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0211_ALM_DINT,ALM : Pulp Changed - Info,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0212_ALM_DINT,ALM : Pulp Infeed Stopped - Pulp Jam,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0213_ALM_DINT,ALM : Pulp Infeed Stopped - Pulp Not Ready,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0214_ALM_DINT,ALM : Stopped due to  - Low Line Speed,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0215_ALM_DINT,ALM : Stopped due to  - Operator Command,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0216_ALM_DINT,ALM : Stopped due to  - Machine Interlock,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0217_ALM_DINT,ALM : Stopped due to  - Infeed Timeout - Max infeed time exeeded,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P03_ID0220_ALM_DINT,ALM : Stopped by Fault - Re-Start is Required,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P03_ID0221_ALM_DINT,ALM : Hammer Mill Rotation Detected - Startup Blocked Until Standstill,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P04_ID0230_ALM_DINT,ALM : Stopped by Fault - Re-Start is Required,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P05_ID0240_ALM_DINT,ALM : Stopped by Fault - Re-Start is Required,DINT,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_X110_TA3010_ALM_UDT,"UDT_IO_ALM : Power Supply Servo - Kinetix 5700, Bus Supply",UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_X110_FC3010_ALM_UDT,UDT_IO_ALM : Power Supply Servo - Thermal Fault,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_X201_TA6110_ALM_UDT,UDT_IO_ALM : Former Wire Run - Compactor - Kinetix 5700 Servo Drive,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_X203_TA6101_ALM_UDT,UDT_IO_ALM : Pulp Infeed - Kinetix 5700 Servo Drive,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_H121_KF6011_ALM_UDT,UDT_IO_ALM : Hammer Mill Rotating Monitor - Standstill,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_H121_RL4021_ALM_UDT,UDT_IO_ALM : Hammer Mill - Lid Opened or Closed too Slow,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_H121_RL4021_ALM_UDT,UDT_IO_ALM : Hammer Mill - Lid Switch Open,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_ES01_SF6103_ALM_UDT,UDT_IO_ALM : Emergency Stop  - Hammer Mill,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_AQ01_BF9001_ALM_UDT,UDT_IO_ALM : Main air - Pressure Feedback,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_ES01_SF6101_ALM_UDT,UDT_IO_ALM : Emergency Stop  - Wire Operator Side,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_ES01_SF6102_ALM_UDT,UDT_IO_ALM : Emergency Stop  - Wire Drive Side,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_AC01_FC2010_ALM_UDT,UDT_IO_ALM : 230VAC Power Supply - Circuit Breaker,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_DC01_FC1010_ALM_UDT,UDT_IO_ALM : 24VDC Power Supply - Power Feed Module,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_DC02_FC1002_ALM_UDT,UDT_IO_ALM : 24VDC Power Supply Servodrive - Circuit Breaker,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_DC02_1LDC_ALM_UDT,UDT_IO_ALM : Power Supply 24VDC Servodrive - Circuit Breaker,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_DC02_2LDC_ALM_UDT,"UDT_IO_ALM : Power Supply 24VDC Servodrive - Circuit Breaker, Spare",UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_IO_KF1000_ALM_UDT,UDT_IO_ALM : Point IO - EtherNet/IP Adapter,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_IO_KF3007_ALM_UDT,UDT_IO_ALM : Safety Input  - SDI,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_IO_KF3008_ALM_UDT,UDT_IO_ALM : Safety Input  - SDI,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,MCC_IO_KF3009_ALM_UDT,UDT_IO_ALM : Safety Output - SDO,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P00_ID001_ALM_UDT,UDT_IO_ALM : Motion Group Not Synchronized - Alarm,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P00_ID002_ALM_UDT,UDT_IO_ALM : PLC - Power Cycle Detected - Info,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P00_ID003_ALM_UDT,UDT_IO_ALM : Acknowledge Pressed - Info,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P00_ID005_ALM_UDT,UDT_IO_ALM : Safety Fault - Collection of All Safety Zones,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P02_ID0201_ALM_UDT,UDT_IO_ALM : Stopped by Fault - Re-Start is Required,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0210_ALM_UDT,UDT_IO_ALM : Stopped by Fault - Re-Start is Required,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0211_ALM_UDT,UDT_IO_ALM : Pulp Changed - Info,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0212_ALM_UDT,UDT_IO_ALM : Pulp Infeed Stopped - Pulp Jam,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0213_ALM_UDT,UDT_IO_ALM : Pulp Infeed Stopped - Pulp Not Ready,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0214_ALM_UDT,UDT_IO_ALM : Stopped due to  - Low Line Speed,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0215_ALM_UDT,UDT_IO_ALM : Stopped due to  - Operator Command,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0216_ALM_UDT,UDT_IO_ALM : Stopped due to  - Machine Interlock,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_S02_ID0217_ALM_UDT,UDT_IO_ALM : Stopped due to  - Infeed Timeout - Max infeed time exeeded,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P03_ID0220_ALM_UDT,UDT_IO_ALM : Stopped by Fault - Re-Start is Required,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P03_ID0221_ALM_UDT,UDT_IO_ALM : Hammer Mill Rotation Detected - Startup Blocked Until Standstill,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P04_ID0230_ALM_UDT,UDT_IO_ALM : Stopped by Fault - Re-Start is Required,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,,Mes_P05_ID0240_ALM_UDT,UDT_IO_ALM : Stopped by Fault - Re-Start is Required,UDT_IO_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_X110_TA3010_ALM_CM,"CM_ALM : Power Supply Servo - Kinetix 5700, Bus Supply",CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_X110_FC3010_ALM_CM,CM_ALM : Power Supply Servo - Thermal Fault,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_X201_TA6110_ALM_CM,CM_ALM : Former Wire Run - Compactor - Kinetix 5700 Servo Drive,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_X203_TA6101_ALM_CM,CM_ALM : Pulp Infeed - Kinetix 5700 Servo Drive,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_H121_KF6011_ALM_CM,CM_ALM : Hammer Mill Rotating Monitor - Standstill,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_H121_RL4021_ALM_CM,CM_ALM : Hammer Mill - Lid Opened or Closed too Slow,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_H121_RL4021_ALM_CM,CM_ALM : Hammer Mill - Lid Switch Open,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_ES01_SF6103_ALM_CM,CM_ALM : Emergency Stop  - Hammer Mill,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_AQ01_BF9001_ALM_CM,CM_ALM : Main air - Pressure Feedback,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_ES01_SF6101_ALM_CM,CM_ALM : Emergency Stop  - Wire Operator Side,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_ES01_SF6102_ALM_CM,CM_ALM : Emergency Stop  - Wire Drive Side,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_AC01_FC2010_ALM_CM,CM_ALM : 230VAC Power Supply - Circuit Breaker,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_DC01_FC1010_ALM_CM,CM_ALM : 24VDC Power Supply - Power Feed Module,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_DC02_FC1002_ALM_CM,CM_ALM : 24VDC Power Supply Servodrive - Circuit Breaker,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_DC02_1LDC_ALM_CM,CM_ALM : Power Supply 24VDC Servodrive - Circuit Breaker,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_DC02_2LDC_ALM_CM,"CM_ALM : Power Supply 24VDC Servodrive - Circuit Breaker, Spare",CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_IO_KF1000_ALM_CM,CM_ALM : Point IO - EtherNet/IP Adapter,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_IO_KF3007_ALM_CM,CM_ALM : Safety Input  - SDI,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_IO_KF3008_ALM_CM,CM_ALM : Safety Input  - SDI,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,MCC_IO_KF3009_ALM_CM,CM_ALM : Safety Output - SDO,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P00_ID001_ALM_CM,CM_ALM : Motion Group Not Synchronized - Alarm,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P00_ID002_ALM_CM,CM_ALM : PLC - Power Cycle Detected - Info,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P00_ID003_ALM_CM,CM_ALM : Acknowledge Pressed - Info,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P00_ID005_ALM_CM,CM_ALM : Safety Fault - Collection of All Safety Zones,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P02_ID0201_ALM_CM,CM_ALM : Stopped by Fault - Re-Start is Required,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0210_ALM_CM,CM_ALM : Stopped by Fault - Re-Start is Required,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0211_ALM_CM,CM_ALM : Pulp Changed - Info,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0212_ALM_CM,CM_ALM : Pulp Infeed Stopped - Pulp Jam,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0213_ALM_CM,CM_ALM : Pulp Infeed Stopped - Pulp Not Ready,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0214_ALM_CM,CM_ALM : Stopped due to  - Low Line Speed,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0215_ALM_CM,CM_ALM : Stopped due to  - Operator Command,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0216_ALM_CM,CM_ALM : Stopped due to  - Machine Interlock,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_S02_ID0217_ALM_CM,CM_ALM : Stopped due to  - Infeed Timeout - Max infeed time exeeded,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P03_ID0220_ALM_CM,CM_ALM : Stopped by Fault - Re-Start is Required,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P03_ID0221_ALM_CM,CM_ALM : Hammer Mill Rotation Detected - Startup Blocked Until Standstill,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P04_ID0230_ALM_CM,CM_ALM : Stopped by Fault - Re-Start is Required,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
TAG,IO,Mes_P05_ID0240_ALM_CM,CM_ALM : Stopped by Fault - Re-Start is Required,CM_ALM,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
