0.3,,,,,,
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
ALIAS,,MCC_Din_SP08_DI_Disp,INPUT : Spare Digital Input - nan,,MCC_IO:4:I.6,(RADIX := Decimal)
ALIAS,,MCC_Din_SP09_DI_Disp,INPUT : Spare Digital Input - nan,,MCC_IO:4:I.7,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP01_DO_CsO,OUTPUT : Digital Output - nan,,MCC_IO:6:O.0,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP02_DO_CsC,OUTPUT : Digital Output - nan,,MCC_IO:6:O.1,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP03_DO_Disp,OUTPUT : Digital Output - nan,,MCC_IO:6:O.2,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP04_DO_Disp,OUTPUT : Digital Output - nan,,MCC_IO:6:O.3,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP05_DO_Disp,OUTPUT : Digital Output - nan,,MCC_IO:6:O.4,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP06_DO_Disp,OUTPUT : Digital Output - nan,,MCC_IO:6:O.5,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP07_DO_Disp,OUTPUT : Digital Output - nan,,MCC_IO:6:O.6,(RADIX := Decimal)
ALIAS,,MCC_Dout_SP08_DO_Disp,OUTPUT : Digital Output - nan,,MCC_IO:6:O.7,(RADIX := Decimal)
ALIAS,,MCC_Sdo_SP01_DO_Disp,SAFE OUTPUT : Spare Safety Digital Output - nan,,MCC_IO:9:O.Pt01Data,(RADIX := Decimal)
ALIAS,,MCC_Sdo_SP02_DO_Disp,SAFE OUTPUT : Spare Safety Digital Output - nan,,MCC_IO:9:O.Pt02Data,(RADIX := Decimal)
ALIAS,,MCC_Sdo_SP03_DO_Disp,SAFE OUTPUT : Spare Safety Digital Output - nan,,MCC_IO:9:O.Pt03Data,(RADIX := Decimal)
ALIAS,,MCC_Sdo_SP04_DO_Disp,SAFE OUTPUT : Spare Safety Digital Output - nan,,MCC_IO:9:O.Pt04Data,(RADIX := Decimal)
ALIAS,,MCC_Sdo_SP05_DO_Disp,SAFE OUTPUT : Spare Safety Digital Output - nan,,MCC_IO:9:O.Pt05Data,(RADIX := Decimal)
ALIAS,,MCC_Sdo_SP06_DO_Disp,SAFE OUTPUT : Spare Safety Digital Output - nan,,MCC_IO:9:O.Pt06Data,(RADIX := Decimal)
ALIAS,,MCC_Sdo_SP07_DO_Disp,SAFE OUTPUT : Spare Safety Digital Output - nan,,MCC_IO:9:O.Pt07Data,(RADIX := Decimal)
TAG,,Mes_P00_ID001_MSG_Ifo,BOOL : Motion Group Not Synchronized - Alarm,BOOL,,(RADIX := Decimal)
TAG,,Mes_P00_ID002_MSG_Ifo,BOOL : PLC - Power Cycle Detected - Info,BOOL,,(RADIX := Decimal)
TAG,,Mes_P00_ID003_MSG_Ifo,BOOL : Acknowledge Pressed - Info,BOOL,,(RADIX := Decimal)
TAG,,Mes_P00_ID005_MSG_Ifo,BOOL : Safety Fault - Collection of All Safety Zones,BOOL,,(RADIX := Decimal)
TAG,,Mes_P02_ID0201_MSG_Sbf,BOOL : Stopped by Fault - Re-Start is Required,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0210_MSG_Sbf,BOOL : Stopped by Fault - Re-Start is Required,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0211_MSG_Ifo,BOOL : Pulp Changed - Info,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0212_MSG_Pjm,BOOL : Pulp Infeed Stopped - Pulp Jam,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0213_MSG_Pnr,BOOL : Pulp Infeed Stopped - Pulp Not Ready,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0214_MSG_LLs,BOOL : Stopped due to  - Low Line Speed,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0215_MSG_OpC,BOOL : Stopped due to  - Operator Command,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0216_MSG_Int,BOOL : Stopped due to  - Machine Interlock,BOOL,,(RADIX := Decimal)
TAG,,Mes_S02_ID0217_MSG_Inf,BOOL : Stopped due to  - Infeed Timeout - Max infeed time exeeded,BOOL,,(RADIX := Decimal)
TAG,,Mes_P03_ID0220_MSG_Sbf,BOOL : Stopped by Fault - Re-Start is Required,BOOL,,(RADIX := Decimal)
TAG,,Mes_P03_ID0221_MSG_Rot,BOOL : Hammer Mill Rotation Detected - Startup Blocked Until Standstill,BOOL,,(RADIX := Decimal)
TAG,,Mes_P04_ID0230_MSG_Sbf,BOOL : Stopped by Fault - Re-Start is Required,BOOL,,(RADIX := Decimal)
TAG,,Mes_P05_ID0240_MSG_Sbf,BOOL : Stopped by Fault - Re-Start is Required,BOOL,,(RADIX := Decimal)
